year,constituency,ST_NAME,AC_NO,rank,AC_TYPE,name,SEX,AGE,CATEGORY,votes,party,color,polled_votes
1991,Neduncadu,Pondicherry,27,1,SC,M. CHANDIRAKASU,M,,,5955,INC,#2ecc71,10779
1991,Mahe,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,5099,INC,#2ecc71,8143
1991,Palloor,Pondicherry,29,1,GEN,A. V. SREEDHARAN,M,,,4922,INC,#2ecc71,8340
1991,Yanam,Pondicherry,30,1,GEN,VELAGA RAJESWARA RAO,M,,,6331,INC,#2ecc71,11132
1996,Muthialpet,Pondicherry,1,1,GEN,S. ANANDAVELU,M,,,11009,ADMK,#b2d33c,19567
1996,Cassicade,Pondicherry,2,1,GEN,P. KANNAN,M,,,6501,IND,#bdc3c7,10285
1996,Raj Bhavan,Pondicherry,3,1,GEN,S.P. SIVAKUMAR,M,,,2697,DMK,#c0392b,4607
1996,Bussy,Pondicherry,4,1,GEN,C.M. ACHRAFF,M,,,2208,INC,#2ecc71,4773
1996,Oupalam,Pondicherry,5,1,GEN,S. RATHINAM @ MANOHAR,M,,,6866,TMC(M),#4747ff,13519
1996,Orleampeth,Pondicherry,6,1,GEN,R. SIVA,M,,,8105,DMK,#c0392b,16488
1996,Nellithope,Pondicherry,7,1,GEN,R.V. JANAKIRAMAN,M,,,8803,DMK,#c0392b,16828
1996,Modeliarpeth,Pondicherry,8,1,GEN,M. MANJINI,M,,,11380,CPI,#ff5757,22902
1996,Ariankuppam,Pondicherry,9,1,GEN,S. RAMSINGH,M,,,7382,PMK,#d35400,19496
1996,Embalom,Pondicherry,10,1,SC,R. RAJARAMAN,M,,,8311,JD,#222,13248
1996,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,7563,INC,#2ecc71,13785
1996,Kuruvinatham,Pondicherry,12,1,GEN,T. THIAGARAJAN,M,,,7209,INC,#2ecc71,14758
1996,Bahour,Pondicherry,13,1,SC,M. KANDASAMY,M,,,7921,TMC(M),#4747ff,15246
1996,Thirubuvanai,Pondicherry,14,1,SC,S. ARASI,F,,,5707,ADMK,#b2d33c,15391
1996,Mannadipeth,Pondicherry,15,1,GEN,K. RAJASEGARAN,M,,,8113,TMC(M),#4747ff,15714
1996,Ossudu,Pondicherry,16,1,SC,V. NAGARATHINAM,M,,,7380,TMC(M),#4747ff,13722
1996,Villenour,Pondicherry,17,1,GEN,C. JAYAKUMAR,M,,,12205,TMC(M),#4747ff,18906
1996,Ozhukarai,Pondicherry,18,1,GEN,K. NATARAJAN,M,,,7794,ADMK,#b2d33c,18965
1996,Thattanchavady,Pondicherry,19,1,GEN,N. RANGASAMY,M,,,9989,INC,#2ecc71,23255
1996,Reddiarpalayam,Pondicherry,20,1,GEN,R. VISWANATHAN,M,,,17206,CPI,#ff5757,26235
1996,Lawspet,Pondicherry,21,1,GEN,N. KESAVAN,M,,,16442,DMK,#c0392b,30227
1996,Cotchery,Pondicherry,22,1,GEN,R. NALAMAGARAJAN,M,,,7630,INC,#2ecc71,16054
1996,Karaikal,Pondicherry,23,1,GEN,A.M.H. NAZEEM,M,,,9474,DMK,#c0392b,13342
1996,Karaikal South,Pondicherry,24,1,GEN,A.V. SUBRAMANIAN,M,,,6676,INC,#2ecc71,11615
1996,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V.M.C. SIVAKUMAR,M,,,7595,DMK,#c0392b,14212
1996,Tirunallar,Pondicherry,26,1,GEN,R. KAMALAKANNAN,M,,,6063,INC,#2ecc71,12493
1996,Neduncadu,Pondicherry,27,1,SC,A. MARIMUTHU,M,,,6899,DMK,#c0392b,12559
1996,Mahe,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,4184,INC,#2ecc71,9180
1996,Palloor,Pondicherry,29,1,GEN,A.V. SREEDHARAN,M,,,4253,INC,#2ecc71,9367
1996,Yanam,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,,,8445,IND,#bdc3c7,13554
2001,Muthialpet,Pondicherry,1,1,GEN,KASILINGAM .A.,M,,,6857,ADMK,#b2d33c,18033
2001,Cassicade,Pondicherry,2,1,GEN,LAKSHMINARAYANAN .K.,M,,,4875,PMC,#222,9462
2001,Raj Bhavan,Pondicherry,3,1,GEN,SIVAKUMAR .S.P.,M,,,2408,DMK,#c0392b,4167
2001,Bussy,Pondicherry,4,1,GEN,ANNIBAL KENNEDY,M,,,3087,DMK,#c0392b,4841
2001,Oupalam,Pondicherry,5,1,GEN,ANBALAGAN .A.,M,,,8416,ADMK,#b2d33c,14207
2001,Orleampeth,Pondicherry,6,1,GEN,SIVA .R.,M,,,7608,DMK,#c0392b,15399
2001,Nellithope,Pondicherry,7,1,GEN,R.V. JANAKIRAMAN,M,,,7780,DMK,#c0392b,15130
2001,Modeliarpeth,Pondicherry,8,1,GEN,DR. SUBRAMANIAN .M.A.S.,M,,,9119,DMK,#c0392b,22254
2001,Ariankuppam,Pondicherry,9,1,GEN,JAYAMOORTHY .T.,M,,,9790,IND,#bdc3c7,21645
2001,Embalom,Pondicherry,10,1,SC,N. GANGADARAN,M,,,3723,INC,#2ecc71,14633
2001,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,5984,INC,#2ecc71,15161
2001,Kuruvinatham,Pondicherry,12,1,GEN,R. RADHAKRISHNAN,M,,,8000,PMC,#222,15815
2001,Bahour,Pondicherry,13,1,SC,P. RAJAVELU,M,,,7696,PMC,#222,15735
2001,Thirubuvanai,Pondicherry,14,1,SC,P. ANGALAN,M,,,4753,INC,#2ecc71,16617
2001,Mannadipeth,Pondicherry,15,1,GEN,D. RAMACHANDRAN,M,,,8939,ADMK,#b2d33c,16168
2001,Ossudu,Pondicherry,16,1,SC,A. ELUMALAI,M,,,5364,PMC,#222,15481
2001,Villenour,Pondicherry,17,1,GEN,C. DJEACOUMAR,M,,,10335,TMC(M),#4747ff,20462
2001,Ozhukarai,Pondicherry,18,1,GEN,A. NAMASSIVAYAM,M,,,10164,TMC(M),#4747ff,22343
2001,Thattanchavady,Pondicherry,19,1,GEN,N. RANGASAMY,M,,,14323,INC,#2ecc71,24319
2001,Reddiarpalayam,Pondicherry,20,1,GEN,A.M. KRISHNAMURTHY,M,,,11446,BJP,#ff7f0e,25522
2001,Lawspet,Pondicherry,21,1,GEN,SHAJAHAN .M.O.H.F.,M,,,12929,INC,#2ecc71,33573
2001,Cotchery,Pondicherry,22,1,GEN,R. NALAMAGARAJAN,M,,,7058,INC,#2ecc71,16225
2001,Karaikal,Pondicherry,23,1,GEN,A.M.H. NAZEEM,M,,,6273,DMK,#c0392b,13370
2001,Karaikal South,Pondicherry,24,1,GEN,A.V. SUBRAMANIAN,M,,,6138,INC,#2ecc71,11943
2001,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V.M.C. SIVAKUMAR,M,,,6672,DMK,#c0392b,14209
2001,Tirunallar,Pondicherry,26,1,GEN,R. KAMALAKKANNAN,M,,,5390,INC,#2ecc71,12832
2001,Neduncadu,Pondicherry,27,1,SC,M. CHANDIRAKASU,M,,,5720,INC,#2ecc71,12612
2001,Mahe,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,5666,INC,#2ecc71,9464
2001,Palloor,Pondicherry,29,1,GEN,A.V. SREEDHARAN,M,,,4855,INC,#2ecc71,9861
2001,Yanam,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,,,8959,IND,#bdc3c7,15624
2006,Muthialpet,Pondicherry,1,1,GEN,NANDHA T. SARAVANAN,M,36,GEN,11658,DMK,#c0392b,19916
2006,Cassicade,Pondicherry,2,1,GEN,K. LAKSHMINARAYANAN,M,45,GEN,4942,PMC,#222,10076
2006,Raj Bhavan,Pondicherry,3,1,GEN,S.P. SIVAKUMAR,M,47,GEN,2590,DMK,#c0392b,3920
2006,Bussy,Pondicherry,4,1,GEN,ANAND,M,42,GEN,2423,PMC,#222,4477
2006,Oupalam,Pondicherry,5,1,GEN,"ANBALAGAN, A.",M,49,GEN,9200,ADMK,#b2d33c,15843
2006,Orleampeth,Pondicherry,6,1,GEN,R. SIVA,M,39,GEN,8509,DMK,#c0392b,16154
2006,Nellithope,Pondicherry,7,1,GEN,OM SAKTHI SEKAR @ S.,M,46,GEN,9933,ADMK,#b2d33c,19215
2006,Modeliarpeth,Pondicherry,8,1,GEN,DR. M.A.S. SUBRAMANIAN,M,59,GEN,10783,DMK,#c0392b,28942
2006,Ariankuppam,Pondicherry,9,1,GEN,R.K.R. ANANTHARAMAN,M,33,GEN,13314,PMK,#d35400,25867
2006,Embalom,Pondicherry,10,1,SC,R. RAJARAMAN,M,46,SC,7208,DMK,#c0392b,17765
2006,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,55,GEN,9166,INC,#2ecc71,17545
2006,Kuruvinatham,Pondicherry,12,1,GEN,R. RADHAKRISHNAN,M,34,GEN,13020,INC,#2ecc71,17428
2006,Bahour,Pondicherry,13,1,SC,M. KANDASAMY,M,40,SC,11164,INC,#2ecc71,18573
2006,Thirubuvanai,Pondicherry,14,1,SC,ANGALANE,M,37,SC,10534,INC,#2ecc71,21105
2006,Mannadipeth,Pondicherry,15,1,GEN,P. ARULMURUGAN,M,30,GEN,8193,PMK,#d35400,19308
2006,Ossudu,Pondicherry,16,1,SC,A. ELUMALAI,M,41,SC,6417,IND,#bdc3c7,18555
2006,Villenour,Pondicherry,17,1,GEN,J. NARAYANASAMY,M,55,GEN,11950,IND,#bdc3c7,24202
2006,Ozhukarai,Pondicherry,18,1,GEN,A. NAMASSIVAYAM,M,37,GEN,14072,INC,#2ecc71,29233
2006,Thattanchavady,Pondicherry,19,1,GEN,N. RANGASAMY,M,56,GEN,27024,INC,#2ecc71,29949
2006,Reddiarpalayam,Pondicherry,20,1,GEN,R.VISWANATHAN,M,57,GEN,17314,CPI,#ff5757,34330
2006,Lawspet,Pondicherry,21,1,GEN,M.O.H.F. SHAHJAHAN,M,42,GEN,17944,INC,#2ecc71,41668
2006,Cotchery,Pondicherry,22,1,GEN,OMALINGAM.V,M,34,GEN,10116,ADMK,#b2d33c,20133
2006,Karaikal,Pondicherry,23,1,GEN,A.M.H. NAZEEM,M,44,GEN,5742,DMK,#c0392b,12703
2006,Karaikal South,Pondicherry,24,1,GEN,V.K.GANAPATHY,M,45,GEN,7970,PMC,#222,14475
2006,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V.M.C. SIVAKKUMAR,M,56,GEN,4946,DMK,#c0392b,15748
2006,Tirunallar,Pondicherry,26,1,GEN,P.R.SIVA,M,31,GEN,7237,MDMK,#9b59b6,14565
2006,Neduncadu,Pondicherry,27,1,SC,A.MARIMUTHU,M,64,SC,6143,IND,#bdc3c7,14133
2006,Mahe,Pondicherry,28,1,GEN,E. VALSARAJ,M,52,GEN,5647,INC,#2ecc71,10127
2006,Palloor,Pondicherry,29,1,GEN,A.V.SREEDHARAN,M,60,GEN,5987,INC,#2ecc71,11217
2006,Yanam,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,41,GEN,11763,INC,#2ecc71,18117
2011,Mannadipet,Pondicherry,1,1,GEN,T.P.R. SELVAM,M,39,GEN,12412,AINRC,#B78332,25045
2011,Thirubhuvanai,Pondicherry,2,1,SC,P. ANGALANE,M,43,SC,13733,AINRC,#B78332,23269
2011,Oussudu,Pondicherry,3,1,SC,P. KARTHIKEYAN,M,35,SC,13327,AINRC,#B78332,22672
2011,Mangalam,Pondicherry,4,1,GEN,C. DJEACOUMAR,M,57,GEN,14052,INC,#2ecc71,26718
2011,Villianur,Pondicherry,5,1,GEN,A. NAMASSIVAYAM,M,41,GEN,13105,INC,#2ecc71,25188
2011,Ozhukarai,Pondicherry,6,1,GEN,N.G. PANNIR SELVAM,M,48,GEN,9071,AINRC,#B78332,24017
2011,Kadirgamam,Pondicherry,7,1,GEN,N. RANGASAMY,M,61,GEN,16323,AINRC,#B78332,23313
2011,Indira Nagar,Pondicherry,8,1,GEN,N. RANGASAMY,M,61,GEN,20685,AINRC,#B78332,24693
2011,Thattanchavady,Pondicherry,9,1,GEN,ASHOK ANAND,M,36,GEN,14597,AINRC,#B78332,21470
2011,Kamaraj Nagar,Pondicherry,10,1,GEN,V. VAITHILINGAM,M,60,GEN,12570,INC,#2ecc71,21303
2011,Lawspet,Pondicherry,11,1,GEN,M. VAITHIANATHAN,M,37,GEN,10189,AINRC,#B78332,19673
2011,Kalapet,Pondicherry,12,1,GEN,P.M.L. KALYANA SUNDARAM,M,33,GEN,14132,AINRC,#B78332,22637
2011,Muthialpet,Pondicherry,13,1,GEN,NANDHA. T. SARAVANAN,M,40,GEN,10364,DMK,#c0392b,21671
2011,Raj Bhavan,Pondicherry,14,1,GEN,K. LAKSHMINARAYANAN,M,51,GEN,11398,INC,#2ecc71,19133
2011,Oupalam,Pondicherry,15,1,GEN,A. ANBALAGAN,M,54,GEN,9536,ADMK,#b2d33c,22388
2011,Orleampeth,Pondicherry,16,1,GEN,G. NEHRU @ KUPPUSAMY,M,47,GEN,10986,AINRC,#B78332,19880
2011,Nellithope,Pondicherry,17,1,GEN,OMSAKTHI SEKAR,M,50,GEN,13301,ADMK,#b2d33c,22734
2011,Mudaliarpet,Pondicherry,18,1,GEN,A. BASKAR,M,40,GEN,17016,ADMK,#b2d33c,25340
2011,Ariankuppam,Pondicherry,19,1,GEN,V.SABAPATHY @,M,67,GEN,13381,AINRC,#B78332,27239
2011,Manavely,Pondicherry,20,1,GEN,P.PURUSHOTHAMAN,M,63,GEN,13979,ADMK,#b2d33c,24110
2011,Embalam,Pondicherry,21,1,SC,P. RAJAVELU,M,49,SC,12933,AINRC,#B78332,24893
2011,Nettapakkam,Pondicherry,22,1,SC,L. PERIYASAMY,M,52,SC,14686,ADMK,#b2d33c,24560
2011,Bahour,Pondicherry,23,1,GEN,T. THIAGARAJAN,M,59,GEN,12284,AINRC,#B78332,22994
2011,Nedungadu,Pondicherry,24,1,SC,M.CHANDHRAKASU,M,62,SC,12474,AINRC,#B78332,22658
2011,Thirunallar,Pondicherry,25,1,GEN,P.R. SIVA,M,35,GEN,11702,AINRC,#B78332,23050
2011,Karaikal North,Pondicherry,26,1,GEN,P.R.N. THIRUMURUGAN,M,38,GEN,12155,INC,#2ecc71,21827
2011,Karaikal South,Pondicherry,27,1,GEN,A.M.H. NAZEEM,M,49,GEN,8377,DMK,#c0392b,21278
2011,Neravy T.R. Pattinam,Pondicherry,28,1,GEN,V.M.C. SIVAKKUMAR,M,60,GEN,8860,IND,#bdc3c7,22542
2011,Mahe,Pondicherry,29,1,GEN,E.VALSARAJ,M,57,GEN,13297,INC,#2ecc71,21974
2011,Yanam,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,46,GEN,23985,INC,#2ecc71,29631
